sno,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
2823,rajasthan,2019,2,Others,573881,461962878.5
2824,rajasthan,2019,3,Peer-to-peer payments,29885618,97443950787
2825,rajasthan,2019,3,Merchant payments,19646612,6705923743
2826,rajasthan,2019,3,Recharge & bill payments,16970783,7872719572
2827,rajasthan,2019,3,Financial Services,217029,37899900.33
2828,rajasthan,2019,3,Others,583575,407796030.9
2829,rajasthan,2019,4,Peer-to-peer payments,43354317,1.40449E+11
2830,rajasthan,2019,4,Recharge & bill payments,20604852,9028860435
2831,rajasthan,2019,4,Merchant payments,20544791,9721826538
2832,rajasthan,2019,4,Financial Services,101805,25014672.38
2833,rajasthan,2019,4,Others,468477,227573686.6
2834,rajasthan,2020,1,Peer-to-peer payments,48269912,1.65469E+11
2835,rajasthan,2020,1,Merchant payments,27880848,13643061482
2836,rajasthan,2020,1,Recharge & bill payments,25631131,10961167180
2837,rajasthan,2020,1,Financial Services,72604,34466606.25
2838,rajasthan,2020,1,Others,404317,200968968.7
2839,rajasthan,2020,2,Peer-to-peer payments,49160792,1.66176E+11
2840,rajasthan,2020,2,Recharge & bill payments,31681776,13014051936
2841,rajasthan,2020,2,Merchant payments,20756594,14354151782
2842,rajasthan,2020,2,Financial Services,92875,76662259.21
2843,rajasthan,2020,2,Others,262619,142020149.8
2844,rajasthan,2020,3,Peer-to-peer payments,73247856,2.49007E+11
2845,rajasthan,2020,3,Merchant payments,45149210,27714680562
2846,rajasthan,2020,3,Recharge & bill payments,30148875,16650017441
2847,rajasthan,2020,3,Financial Services,146383,113675141.5
2848,rajasthan,2020,3,Others,396352,193212778.7
2849,rajasthan,2020,4,Peer-to-peer payments,88730951,3.21281E+11
2850,rajasthan,2020,4,Merchant payments,67367264,46142484518
2851,rajasthan,2020,4,Recharge & bill payments,33455755,18123908526
2852,rajasthan,2020,4,Financial Services,169294,136058685.9
2853,rajasthan,2020,4,Others,560171,351480425.6
2854,rajasthan,2021,1,Peer-to-peer payments,116733195,4.0819E+11
2855,rajasthan,2021,1,Merchant payments,96394132,61936457709
2856,rajasthan,2021,1,Recharge & bill payments,38919519,20855464604
2857,rajasthan,2021,1,Financial Services,192936,162581466.9
2858,rajasthan,2021,1,Others,491137,347689722.9
2859,rajasthan,2021,2,Peer-to-peer payments,139277445,4.67784E+11
2860,rajasthan,2021,2,Merchant payments,97860493,69922875807
2861,rajasthan,2021,2,Recharge & bill payments,49501703,23387103756
2862,rajasthan,2021,2,Financial Services,216441,186606893.6
2863,rajasthan,2021,2,Others,620957,422031947.6
2864,rajasthan,2021,3,Peer-to-peer payments,181742972,5.75913E+11
2865,rajasthan,2021,3,Merchant payments,167819345,1.05548E+11
2866,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739
2867,rajasthan,2021,3,Financial Services,197211,190362135.9
2868,rajasthan,2021,3,Others,815568,524328574.3
2869,rajasthan,2021,4,Merchant payments,221774624,1.51968E+11
2870,rajasthan,2021,4,Peer-to-peer payments,212937264,7.18215E+11
2871,rajasthan,2021,4,Recharge & bill payments,51610607,32831163303
2872,rajasthan,2021,4,Financial Services,265091,263180819.7
2873,rajasthan,2021,4,Others,1034011,656777820.8
2874,rajasthan,2022,1,Merchant payments,267467038,1.71182E+11
2875,rajasthan,2022,1,Peer-to-peer payments,241739380,8.14525E+11
2876,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861
2877,rajasthan,2022,1,Financial Services,244029,243340851.7
2878,rajasthan,2022,1,Others,956656,556409604.9
2879,rajasthan,2022,2,Merchant payments,336900860,2.08239E+11
2880,rajasthan,2022,2,Peer-to-peer payments,263380560,9.05641E+11
2881,rajasthan,2022,2,Recharge & bill payments,59879660,38325678034
2882,rajasthan,2022,2,Financial Services,170705,175399371.4
2883,rajasthan,2022,2,Others,838365,452454748.3
2884,rajasthan,2022,3,Merchant payments,398104319,2.3061E+11
2885,rajasthan,2022,3,Peer-to-peer payments,299383118,9.61209E+11
2886,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408
2887,rajasthan,2022,3,Financial Services,215235,220271929.8
2888,rajasthan,2022,3,Others,719925,449514643.6
2889,rajasthan,2022,4,Merchant payments,457778005,2.75195E+11
2890,rajasthan,2022,4,Peer-to-peer payments,334316758,1.13038E+12
2891,rajasthan,2022,4,Recharge & bill payments,72510470,50609988782
2892,rajasthan,2022,4,Financial Services,244442,270658681
2893,rajasthan,2022,4,Others,725173,500361375.7
2894,sikkim,2018,1,Recharge & bill payments,26965,4823943.542
2895,sikkim,2018,1,Peer-to-peer payments,13559,56334584.63
2896,sikkim,2018,1,Merchant payments,1349,1677583.144
2897,sikkim,2018,1,Financial Services,608,86906.81958
2898,sikkim,2018,1,Others,1597,1727920.802
2899,sikkim,2018,2,Recharge & bill payments,45435,9465769.856
2900,sikkim,2018,2,Peer-to-peer payments,24237,127051984.4
2901,sikkim,2018,2,Merchant payments,2556,4713227.148
2902,sikkim,2018,2,Financial Services,562,218130.13
2903,sikkim,2018,2,Others,1788,2243974.008
2904,sikkim,2018,3,Recharge & bill payments,58421,12221506.19
2905,sikkim,2018,3,Peer-to-peer payments,43195,215547415.5
2906,sikkim,2018,3,Merchant payments,4521,5322296.748
2907,sikkim,2018,3,Financial Services,562,261766.8022
2908,sikkim,2018,3,Others,1801,1727241.758
2909,sikkim,2018,4,Recharge & bill payments,79232,16713780.63
2910,sikkim,2018,4,Peer-to-peer payments,65451,351253329.7
2911,sikkim,2018,4,Merchant payments,7452,12637809.24
2912,sikkim,2018,4,Financial Services,717,596472.7146
2913,sikkim,2018,4,Others,1681,1939965.754
2914,sikkim,2019,1,Peer-to-peer payments,121984,422987999.9
2915,sikkim,2019,1,Recharge & bill payments,96878,20711589.87
2916,sikkim,2019,1,Merchant payments,18346,11837344.85
2917,sikkim,2019,1,Financial Services,1225,191594.2334
2918,sikkim,2019,1,Others,1854,2265105.535
2919,sikkim,2019,2,Peer-to-peer payments,172125,674044301.8
2920,sikkim,2019,2,Recharge & bill payments,142582,32535297.49
2921,sikkim,2019,2,Merchant payments,66722,28248001.03
2922,sikkim,2019,2,Financial Services,2294,310197.5477
2923,sikkim,2019,2,Others,4521,3756445.532
2924,sikkim,2019,3,Peer-to-peer payments,203052,794235862.6
2925,sikkim,2019,3,Merchant payments,188753,52337322.53
2926,sikkim,2019,3,Recharge & bill payments,156125,33922224.89
2927,sikkim,2019,3,Financial Services,288,548142.9
2928,sikkim,2019,3,Others,4218,3672895.49
2929,sikkim,2019,4,Peer-to-peer payments,508471,1086457148
2930,sikkim,2019,4,Recharge & bill payments,181287,42705664.09
2931,sikkim,2019,4,Merchant payments,73992,43954548.8
2932,sikkim,2019,4,Financial Services,373,494076.3451
2933,sikkim,2019,4,Others,2947,2898164.48
2934,sikkim,2020,1,Peer-to-peer payments,230413,954765350.2
2935,sikkim,2020,1,Recharge & bill payments,215586,53588505.84
2936,sikkim,2020,1,Merchant payments,79881,43201695.39
2937,sikkim,2020,1,Financial Services,345,175569.5393
2938,sikkim,2020,1,Others,1893,1745150.991
2939,sikkim,2020,2,Recharge & bill payments,297620,78397187.11
2940,sikkim,2020,2,Peer-to-peer payments,186495,939900165.9
2941,sikkim,2020,2,Merchant payments,31442,34385184.66
2942,sikkim,2020,2,Financial Services,883,999656.0722
2943,sikkim,2020,2,Others,1291,936594.4803
2944,sikkim,2020,3,Recharge & bill payments,298885,83894642.67
2945,sikkim,2020,3,Peer-to-peer payments,245087,1255521153
2946,sikkim,2020,3,Merchant payments,49299,58337178.67
2947,sikkim,2020,3,Financial Services,1252,1795366.733
2948,sikkim,2020,3,Others,1912,1378387.617
2949,sikkim,2020,4,Peer-to-peer payments,334069,1711730127
2950,sikkim,2020,4,Recharge & bill payments,301382,90168624.05
2951,sikkim,2020,4,Merchant payments,95503,112478003.9
2952,sikkim,2020,4,Financial Services,1427,2361187.592
2953,sikkim,2020,4,Others,2654,2537863.028
2954,sikkim,2021,1,Peer-to-peer payments,403703,1965492630
2955,sikkim,2021,1,Recharge & bill payments,279679,93174110.11
2956,sikkim,2021,1,Merchant payments,112925,154183320.1
2957,sikkim,2021,1,Financial Services,1844,3027799.278
2958,sikkim,2021,1,Others,2038,1789867.734
2959,sikkim,2021,2,Peer-to-peer payments,473141,2125758497
2960,sikkim,2021,2,Recharge & bill payments,345495,103846501.5
2961,sikkim,2021,2,Merchant payments,153671,190473176.2
2962,sikkim,2021,2,Financial Services,1865,2851874.287
2963,sikkim,2021,2,Others,2542,1969531.029
2964,sikkim,2021,3,Peer-to-peer payments,595826,2582075089
2965,sikkim,2021,3,Recharge & bill payments,346173,111613776.8
2966,sikkim,2021,3,Merchant payments,213808,290732930.5
2967,sikkim,2021,3,Financial Services,1689,2624558.386
2968,sikkim,2021,3,Others,3098,2290508.817
2969,sikkim,2021,4,Peer-to-peer payments,831597,3548508410
2970,sikkim,2021,4,Recharge & bill payments,376078,136473754.4
2971,sikkim,2021,4,Merchant payments,369343,504586163.6
2972,sikkim,2021,4,Financial Services,2269,3162023.721
2973,sikkim,2021,4,Others,5058,4052910.301
2974,sikkim,2022,1,Peer-to-peer payments,916940,3650961081
2975,sikkim,2022,1,Merchant payments,449273,570784579.7
2976,sikkim,2022,1,Recharge & bill payments,371579,139135962.1
2977,sikkim,2022,1,Financial Services,2124,3062332.164
2978,sikkim,2022,1,Others,4386,3487320.926
2979,sikkim,2022,2,Peer-to-peer payments,1198014,4596501308
2980,sikkim,2022,2,Merchant payments,706658,847497607.1
2981,sikkim,2022,2,Recharge & bill payments,411189,162174479.7
2982,sikkim,2022,2,Financial Services,1758,1861284.797
2983,sikkim,2022,2,Others,4462,3070990.528
2984,sikkim,2022,3,Peer-to-peer payments,1222037,4173703594
2985,sikkim,2022,3,Merchant payments,772650,830361401
2986,sikkim,2022,3,Recharge & bill payments,397207,153567926.3
2987,sikkim,2022,3,Financial Services,1538,2851319.548
2988,sikkim,2022,3,Others,3326,2396303.405
2989,sikkim,2022,4,Peer-to-peer payments,1548662,5175155339
2990,sikkim,2022,4,Merchant payments,1033541,1096220774
2991,sikkim,2022,4,Recharge & bill payments,470639,181281682.3
2992,sikkim,2022,4,Financial Services,2049,2701971.789
2993,sikkim,2022,4,Others,3448,3025622.232
2994,tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338.4
2995,tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934
2996,tamil-nadu,2018,1,Merchant payments,326510,272002057.2
2997,tamil-nadu,2018,1,Financial Services,115363,31876073.75
2998,tamil-nadu,2018,1,Others,305588,280132294.1
2999,tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892956
3000,tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388
3001,tamil-nadu,2018,2,Merchant payments,627918,517130320.5
3002,tamil-nadu,2018,2,Financial Services,167035,65402385.26
3003,tamil-nadu,2018,2,Others,298736,285794226.6
3004,tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660
3005,tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955
3006,tamil-nadu,2018,3,Merchant payments,1290978,733189649.6
3007,tamil-nadu,2018,3,Financial Services,191732,37049222.37
3008,tamil-nadu,2018,3,Others,332121,245838754
3009,tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083691
3010,tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329568
3011,tamil-nadu,2018,4,Merchant payments,3145621,1742903221
3012,tamil-nadu,2018,4,Financial Services,228398,46571758.68
3013,tamil-nadu,2018,4,Others,451114,312185737.4
3014,tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081
3015,tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317015
3016,tamil-nadu,2019,1,Merchant payments,4195222,1924461189
3017,tamil-nadu,2019,1,Financial Services,193261,31217137.55
3018,tamil-nadu,2019,1,Others,377347,256742393.3
3019,tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549
3020,tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033640
3021,tamil-nadu,2019,2,Merchant payments,6296995,2690331793
3022,tamil-nadu,2019,2,Financial Services,70142,18334602.39
3023,tamil-nadu,2019,2,Others,437125,294847441.9
3024,tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331409
3025,tamil-nadu,2019,3,Merchant payments,10344027,4079315733
3026,tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354
3027,tamil-nadu,2019,3,Financial Services,88261,27213741.83
3028,tamil-nadu,2019,3,Others,453581,273599406.2
3029,tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341
3030,tamil-nadu,2019,4,Merchant payments,16153034,6420193205
3031,tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454398
3032,tamil-nadu,2019,4,Financial Services,60624,24332240.66
3033,tamil-nadu,2019,4,Others,410980,206859328.3
3034,tamil-nadu,2020,1,Peer-to-peer payments,30880360,1.01908E+11
3035,tamil-nadu,2020,1,Merchant payments,21541556,8950736938
3036,tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239430
3037,tamil-nadu,2020,1,Financial Services,61427,41422107.81
3038,tamil-nadu,2020,1,Others,335871,176604658.4
3039,tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064
3040,tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159
3041,tamil-nadu,2020,2,Merchant payments,11477546,6909361872
3042,tamil-nadu,2020,2,Financial Services,78584,89189349.85
3043,tamil-nadu,2020,2,Others,138405,65529451.74
3044,tamil-nadu,2020,3,Peer-to-peer payments,31754077,1.23561E+11
3045,tamil-nadu,2020,3,Merchant payments,20664887,12554589576
3046,tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307
3047,tamil-nadu,2020,3,Financial Services,129671,158512062.5
3048,tamil-nadu,2020,3,Others,207434,90281020.16
3049,tamil-nadu,2020,4,Peer-to-peer payments,47800741,1.72196E+11
3050,tamil-nadu,2020,4,Merchant payments,41297305,24417758782
3051,tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013
3052,tamil-nadu,2020,4,Financial Services,153044,186775413.1
3053,tamil-nadu,2020,4,Others,364665,209735503.5
3054,tamil-nadu,2021,1,Peer-to-peer payments,57446279,2.06405E+11
3055,tamil-nadu,2021,1,Merchant payments,53811885,30722779535
3056,tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915389
3057,tamil-nadu,2021,1,Financial Services,170620,215319360.5
3058,tamil-nadu,2021,1,Others,301617,208899281.9
3059,tamil-nadu,2021,2,Peer-to-peer payments,60812902,2.16379E+11
3060,tamil-nadu,2021,2,Merchant payments,52048347,33504798113
3061,tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942
3062,tamil-nadu,2021,2,Financial Services,192614,225113402.7
3063,tamil-nadu,2021,2,Others,351547,223054882.4
3064,tamil-nadu,2021,3,Merchant payments,85074941,52932187059
3065,tamil-nadu,2021,3,Peer-to-peer payments,83833356,2.96121E+11
3066,tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287082
3067,tamil-nadu,2021,3,Financial Services,182097,246146707.3
3068,tamil-nadu,2021,3,Others,515319,294622911.6
3069,tamil-nadu,2021,4,Merchant payments,117578360,70539086832
3070,tamil-nadu,2021,4,Peer-to-peer payments,104493071,3.53529E+11
3071,tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178478
3072,tamil-nadu,2021,4,Financial Services,228761,275850497.1
3073,tamil-nadu,2021,4,Others,691914,400412189.8
3074,tamil-nadu,2022,1,Merchant payments,139788772,81798208976
3075,tamil-nadu,2022,1,Peer-to-peer payments,119383791,4.09632E+11
3076,tamil-nadu,2022,1,Recharge & bill payments,34579431,20705079141
3077,tamil-nadu,2022,1,Financial Services,241201,298216135.4
3078,tamil-nadu,2022,1,Others,579955,355987089.8
3079,tamil-nadu,2022,2,Merchant payments,179245529,1.00813E+11
3080,tamil-nadu,2022,2,Peer-to-peer payments,136341691,4.64333E+11
3081,tamil-nadu,2022,2,Recharge & bill payments,38257271,24477663684
3082,tamil-nadu,2022,2,Financial Services,202498,233054909
3083,tamil-nadu,2022,2,Others,459948,277767177
3084,tamil-nadu,2022,3,Merchant payments,202149276,1.09801E+11
3085,tamil-nadu,2022,3,Peer-to-peer payments,148805657,4.9388E+11
3086,tamil-nadu,2022,3,Recharge & bill payments,41919063,27694221703
3087,tamil-nadu,2022,3,Financial Services,217741,238069828.2
3088,tamil-nadu,2022,3,Others,404438,265434770.8
3089,tamil-nadu,2022,4,Merchant payments,229308285,1.18848E+11
3090,tamil-nadu,2022,4,Peer-to-peer payments,162920305,5.26511E+11
3091,tamil-nadu,2022,4,Recharge & bill payments,43391904,29719449171
3092,tamil-nadu,2022,4,Financial Services,295740,334812023.6
3093,tamil-nadu,2022,4,Others,400402,275988847.1
3094,telangana,2018,1,Recharge & bill payments,4209319,831912767.6
3095,telangana,2018,1,Peer-to-peer payments,3307245,11748268951
3096,telangana,2018,1,Merchant payments,351474,282899066.6
3097,telangana,2018,1,Financial Services,262876,57011875.36
3098,telangana,2018,1,Others,391852,388111458.2
3099,telangana,2018,2,Peer-to-peer payments,4784079,20748520743
3100,telangana,2018,2,Recharge & bill payments,4686542,1274130054
3101,telangana,2018,2,Merchant payments,701082,551696487.3
3102,telangana,2018,2,Financial Services,277805,85498213.25
3103,telangana,2018,2,Others,315162,357356020.7
3104,telangana,2018,3,Peer-to-peer payments,11560952,29253505739
3105,telangana,2018,3,Recharge & bill payments,5328881,1568136061
3106,telangana,2018,3,Merchant payments,1770075,855534175.5
3107,telangana,2018,3,Financial Services,307312,52554123.97
3108,telangana,2018,3,Others,365483,300363110.8
3109,telangana,2018,4,Peer-to-peer payments,15571288,44541667502
3110,telangana,2018,4,Recharge & bill payments,7121135,2165870863
3111,telangana,2018,4,Merchant payments,5315161,2356841305
3112,telangana,2018,4,Financial Services,392423,64569231.24
3113,telangana,2018,4,Others,521147,380139546.9
3114,telangana,2019,1,Peer-to-peer payments,40488967,87361237975
3115,telangana,2019,1,Merchant payments,12341901,4144368546
3116,telangana,2019,1,Recharge & bill payments,11525394,3619117615
3117,telangana,2019,1,Financial Services,463688,54547989.28
3118,telangana,2019,1,Others,470752,343989909.9
3119,telangana,2019,2,Peer-to-peer payments,46741594,1.41096E+11
3120,telangana,2019,2,Merchant payments,25682382,8442740781
3121,telangana,2019,2,Recharge & bill payments,16225017,5603477829
3122,telangana,2019,2,Financial Services,252173,43627344.86
3123,telangana,2019,2,Others,709213,490894328.4
3124,telangana,2019,3,Peer-to-peer payments,59981113,1.80343E+11
3125,telangana,2019,3,Merchant payments,44035953,14308557741
3126,telangana,2019,3,Recharge & bill payments,16437222,6793699069
3127,telangana,2019,3,Financial Services,183163,39617186.74
3128,telangana,2019,3,Others,857925,445278745.4
3129,telangana,2019,4,Peer-to-peer payments,82587060,2.49347E+11
3130,telangana,2019,4,Merchant payments,59347809,21510626607
3131,telangana,2019,4,Recharge & bill payments,20797056,9561315125
3132,telangana,2019,4,Financial Services,137291,33453857.4
3133,telangana,2019,4,Others,703042,294688962.7
3134,telangana,2020,1,Peer-to-peer payments,95668911,3.27642E+11
3135,telangana,2020,1,Merchant payments,76818285,31076431478
3136,telangana,2020,1,Recharge & bill payments,26324268,12324266105
3137,telangana,2020,1,Financial Services,88184,59500639.39
3138,telangana,2020,1,Others,509877,241784101.5
3139,telangana,2020,2,Peer-to-peer payments,76683293,2.79479E+11
3140,telangana,2020,2,Merchant payments,44181999,26712043205
3141,telangana,2020,2,Recharge & bill payments,30885875,15106945864
3142,telangana,2020,2,Financial Services,116776,134169906.7
3143,telangana,2020,2,Others,187200,100126467.2
3144,telangana,2020,3,Peer-to-peer payments,116668399,4.37459E+11
3145,telangana,2020,3,Merchant payments,86836471,49743225885
3146,telangana,2020,3,Recharge & bill payments,32352860,18378477088
3147,telangana,2020,3,Financial Services,195857,223377023.5
3148,telangana,2020,3,Others,318539,156875854.6
3149,telangana,2020,4,Peer-to-peer payments,160607487,5.91977E+11
3150,telangana,2020,4,Merchant payments,143897953,81725950703
3151,telangana,2020,4,Recharge & bill payments,38174710,22006183349
3152,telangana,2020,4,Financial Services,230134,275357720
3153,telangana,2020,4,Others,733503,366346176.4
3154,telangana,2021,1,Merchant payments,185230619,95927278281
3155,telangana,2021,1,Peer-to-peer payments,179738195,6.76276E+11
3156,telangana,2021,1,Recharge & bill payments,46371555,26447601339
3157,telangana,2021,1,Financial Services,262473,320153410.2
3158,telangana,2021,1,Others,969268,387877900.5
3159,telangana,2021,2,Peer-to-peer payments,230861833,8.72152E+11
3160,telangana,2021,2,Merchant payments,205232899,1.23208E+11
3161,telangana,2021,2,Recharge & bill payments,58637866,31877277168
3162,telangana,2021,2,Financial Services,278546,300569264.1
3163,telangana,2021,2,Others,856400,420723415.9
3164,telangana,2021,3,Merchant payments,286735350,1.59227E+11
3165,telangana,2021,3,Peer-to-peer payments,271436926,9.81755E+11
3166,telangana,2021,3,Recharge & bill payments,62744121,36434881136
3167,telangana,2021,3,Financial Services,235519,329138539.5
3168,telangana,2021,3,Others,1734852,543116826.3
3169,telangana,2021,4,Merchant payments,376584215,2.12975E+11
3170,telangana,2021,4,Peer-to-peer payments,331774591,1.20499E+12
3171,telangana,2021,4,Recharge & bill payments,66477036,44760398983
3172,telangana,2021,4,Financial Services,298871,392141743.7
3173,telangana,2021,4,Others,855060,639658842.9
3174,telangana,2022,1,Merchant payments,449186799,2.43842E+11
3175,telangana,2022,1,Peer-to-peer payments,368048408,1.37529E+12
3176,telangana,2022,1,Recharge & bill payments,66352138,50470450180
3177,telangana,2022,1,Financial Services,284035,394283511.9
3178,telangana,2022,1,Others,2582005,642005688.8
3179,telangana,2022,2,Merchant payments,565370506,3.07468E+11
3180,telangana,2022,2,Peer-to-peer payments,422056582,1.58001E+12
3181,telangana,2022,2,Recharge & bill payments,75099130,63136761649
3182,telangana,2022,2,Financial Services,245023,324857780.6
3183,telangana,2022,2,Others,611316,470432687.4
3184,telangana,2022,3,Merchant payments,880414292,4.47151E+11
3185,telangana,2022,3,Peer-to-peer payments,626830752,2.17017E+12
3186,telangana,2022,3,Recharge & bill payments,119779835,87937210666
3187,telangana,2022,3,Financial Services,340458,442783619.1
3188,telangana,2022,3,Others,800064,621900924.4
3189,telangana,2022,4,Merchant payments,1002521735,4.91556E+11
3190,telangana,2022,4,Peer-to-peer payments,694612831,2.39338E+12
3191,telangana,2022,4,Recharge & bill payments,121188131,92136759501
3192,telangana,2022,4,Financial Services,401838,498719426
3193,telangana,2022,4,Others,782297,680680558.3
3194,tripura,2018,1,Recharge & bill payments,86819,14079439.57
3195,tripura,2018,1,Peer-to-peer payments,44844,112229995
3196,tripura,2018,1,Financial Services,4842,672247.5882
3197,tripura,2018,1,Merchant payments,4833,6080959.883
3198,tripura,2018,1,Others,6819,4916272.513
3199,tripura,2018,2,Recharge & bill payments,118171,22554398.15
3200,tripura,2018,2,Peer-to-peer payments,73821,197666881.9
3201,tripura,2018,2,Merchant payments,9621,10570951.15
3202,tripura,2018,2,Financial Services,6925,1264101.905
3203,tripura,2018,2,Others,6021,4835385.634
3204,tripura,2018,3,Peer-to-peer payments,186065,398867427.3
3205,tripura,2018,3,Recharge & bill payments,156308,33484811.21
3206,tripura,2018,3,Merchant payments,21476,16092396.41
3207,tripura,2018,3,Financial Services,8106,1080000.011
3208,tripura,2018,3,Others,5748,4338753.081
3209,tripura,2018,4,Recharge & bill payments,204720,38334816.66
3210,tripura,2018,4,Peer-to-peer payments,179739,549068822.4
3211,tripura,2018,4,Merchant payments,50888,31066467.63
3212,tripura,2018,4,Financial Services,6441,1023126.821
3213,tripura,2018,4,Others,6271,5392365.974
3214,tripura,2019,1,Peer-to-peer payments,296993,679165332.8
3215,tripura,2019,1,Recharge & bill payments,227997,44429378.42
3216,tripura,2019,1,Merchant payments,46642,28109966.32
3217,tripura,2019,1,Financial Services,4189,461473.5886
3218,tripura,2019,1,Others,5105,4728790.472
3219,tripura,2019,2,Peer-to-peer payments,240776,751113516.2
3220,tripura,2019,2,Recharge & bill payments,218649,48989430.61
3221,tripura,2019,2,Merchant payments,64829,35275706.83
3222,tripura,2019,2,Financial Services,1899,339184.3345
3223,tripura,2019,2,Others,6405,6103644.851
3224,tripura,2019,3,Recharge & bill payments,339539,81845425.35
3225,tripura,2019,3,Peer-to-peer payments,270163,884623553.9
3226,tripura,2019,3,Merchant payments,68399,44802063.64
3227,tripura,2019,3,Financial Services,27970,582020.9903
3228,tripura,2019,3,Others,5646,5524358.927
3229,tripura,2019,4,Recharge & bill payments,373779,88001651.29
3230,tripura,2019,4,Peer-to-peer payments,359076,1071507586
3231,tripura,2019,4,Merchant payments,62458,51274033.72
3232,tripura,2019,4,Financial Services,2239,377097.6671
3233,tripura,2019,4,Others,4272,4239791.585
3234,tripura,2020,1,Recharge & bill payments,449584,114355218
3235,tripura,2020,1,Peer-to-peer payments,366218,1400694934
3236,tripura,2020,1,Merchant payments,102861,68590603.64
3237,tripura,2020,1,Financial Services,1722,1066651.522
3238,tripura,2020,1,Others,4117,4071399.624
3239,tripura,2020,2,Recharge & bill payments,600206,163220166.8
3240,tripura,2020,2,Peer-to-peer payments,346863,1501452756
3241,tripura,2020,2,Merchant payments,97816,99795973.61
3242,tripura,2020,2,Financial Services,2904,2247782.522
3243,tripura,2020,2,Others,4731,2459205.001
3244,tripura,2020,3,Recharge & bill payments,627363,185201997.3
3245,tripura,2020,3,Peer-to-peer payments,477769,1959371083
3246,tripura,2020,3,Merchant payments,202106,190218136.3
3247,tripura,2020,3,Financial Services,3828,3141391.576
3248,tripura,2020,3,Others,6819,3886908.163
3249,tripura,2020,4,Peer-to-peer payments,650386,2683789890
3250,tripura,2020,4,Recharge & bill payments,631611,192385823.4
3251,tripura,2020,4,Merchant payments,357567,296872485.4
3252,tripura,2020,4,Financial Services,4084,3666639.309
3253,tripura,2020,4,Others,8242,5416158.233
3254,tripura,2021,1,Peer-to-peer payments,643366,2821226151
3255,tripura,2021,1,Recharge & bill payments,508718,173211140.9
3256,tripura,2021,1,Merchant payments,350366,333743281.3
3257,tripura,2021,1,Financial Services,3146,2879929.223
3258,tripura,2021,1,Others,5827,4281067.764
3259,tripura,2021,2,Peer-to-peer payments,703728,2865655130
3260,tripura,2021,2,Recharge & bill payments,589839,189808502.9
3261,tripura,2021,2,Merchant payments,440060,404915546.5
3262,tripura,2021,2,Financial Services,3656,3503925.338
3263,tripura,2021,2,Others,7146,4271255.844
3264,tripura,2021,3,Peer-to-peer payments,864329,3491901741
3265,tripura,2021,3,Recharge & bill payments,620991,215226019.6
3266,tripura,2021,3,Merchant payments,584079,648504775.6
3267,tripura,2021,3,Financial Services,2886,3473153.088
3268,tripura,2021,3,Others,8915,5028078.735
3269,tripura,2021,4,Peer-to-peer payments,1060915,4368786747
3270,tripura,2021,4,Merchant payments,793636,874005407.7
3271,tripura,2021,4,Recharge & bill payments,650251,241225282.1
3272,tripura,2021,4,Financial Services,3635,5073898.608
3273,tripura,2021,4,Others,12256,7838128.8
3274,tripura,2022,1,Peer-to-peer payments,1221863,4934712034
3275,tripura,2022,1,Merchant payments,992891,1037265263
3276,tripura,2022,1,Recharge & bill payments,641170,262348231
3277,tripura,2022,1,Financial Services,4351,5782533.242
3278,tripura,2022,1,Others,10915,7221703.09
3279,tripura,2022,2,Peer-to-peer payments,1443647,5354182194
3280,tripura,2022,2,Merchant payments,1322009,1235804020
3281,tripura,2022,2,Recharge & bill payments,638643,278018856.2
3282,tripura,2022,2,Financial Services,3812,4533635.769
3283,tripura,2022,2,Others,10553,5732336.736
3284,tripura,2022,3,Peer-to-peer payments,1836678,6718925839
3285,tripura,2022,3,Merchant payments,1660497,1589078400
3286,tripura,2022,3,Recharge & bill payments,745382,329401812.4
