sno,State,Year,Quarter,brands,Count,Percentage
3560,madhya-pradesh,2018,1,Apple,57650,0.022575945
3561,madhya-pradesh,2018,1,OnePlus,55940,0.021906303
3562,madhya-pradesh,2018,1,Lenovo,51523,0.02017659
3563,madhya-pradesh,2018,1,Others,335343,0.131321509
3564,madhya-pradesh,2018,2,Xiaomi,890108,0.258627372
3565,madhya-pradesh,2018,2,Samsung,654270,0.190102921
3566,madhya-pradesh,2018,2,Vivo,531042,0.154298127
3567,madhya-pradesh,2018,2,Oppo,352090,0.102302318
3568,madhya-pradesh,2018,2,Realme,192521,0.055938381
3569,madhya-pradesh,2018,2,Motorola,85306,0.024786281
3570,madhya-pradesh,2018,2,Micromax,82296,0.023911703
3571,madhya-pradesh,2018,2,Apple,72862,0.021170586
3572,madhya-pradesh,2018,2,OnePlus,68143,0.019799446
3573,madhya-pradesh,2018,2,Lenovo,65308,0.018975716
3574,madhya-pradesh,2018,2,Others,447716,0.13008715
3575,madhya-pradesh,2018,3,Xiaomi,1132909,0.262898066
3576,madhya-pradesh,2018,3,Samsung,816822,0.189548255
3577,madhya-pradesh,2018,3,Vivo,697677,0.161899971
3578,madhya-pradesh,2018,3,Oppo,452478,0.105000129
3579,madhya-pradesh,2018,3,Realme,239549,0.055588727
3580,madhya-pradesh,2018,3,Motorola,99876,0.023176802
3581,madhya-pradesh,2018,3,Micromax,90871,0.021087139
3582,madhya-pradesh,2018,3,Apple,84853,0.019690628
3583,madhya-pradesh,2018,3,OnePlus,79210,0.018381137
3584,madhya-pradesh,2018,3,Lenovo,71683,0.016634453
3585,madhya-pradesh,2018,3,Others,543381,0.126094694
3586,madhya-pradesh,2018,4,Xiaomi,1416415,0.263988503
3587,madhya-pradesh,2018,4,Samsung,1015220,0.189214607
3588,madhya-pradesh,2018,4,Vivo,905510,0.168767084
3589,madhya-pradesh,2018,4,Oppo,579831,0.108067704
3590,madhya-pradesh,2018,4,Realme,294612,0.054909176
3591,madhya-pradesh,2018,4,Motorola,117954,0.021984023
3592,madhya-pradesh,2018,4,Micromax,103324,0.019257314
3593,madhya-pradesh,2018,4,Apple,100071,0.018651026
3594,madhya-pradesh,2018,4,OnePlus,90958,0.016952564
3595,madhya-pradesh,2018,4,Lenovo,84373,0.015725266
3596,madhya-pradesh,2018,4,Others,657174,0.122482733
3597,madhya-pradesh,2019,1,Xiaomi,1692888,0.263919807
3598,madhya-pradesh,2019,1,Samsung,1214286,0.18930616
3599,madhya-pradesh,2019,1,Vivo,1118407,0.174358705
3600,madhya-pradesh,2019,1,Oppo,713079,0.111168413
3601,madhya-pradesh,2019,1,Realme,347539,0.054181036
3602,madhya-pradesh,2019,1,Motorola,132833,0.020708552
3603,madhya-pradesh,2019,1,Micromax,115580,0.018018824
3604,madhya-pradesh,2019,1,Apple,114562,0.017860119
3605,madhya-pradesh,2019,1,OnePlus,102145,0.015924319
3606,madhya-pradesh,2019,1,Lenovo,94449,0.014724519
3607,madhya-pradesh,2019,1,Others,768635,0.119829546
3608,madhya-pradesh,2019,2,Xiaomi,1936039,0.26516825
3609,madhya-pradesh,2019,2,Samsung,1385430,0.189754467
3610,madhya-pradesh,2019,2,Vivo,1303162,0.178486687
3611,madhya-pradesh,2019,2,Oppo,827579,0.113348788
3612,madhya-pradesh,2019,2,Realme,396497,0.054305939
3613,madhya-pradesh,2019,2,Motorola,145364,0.01990968
3614,madhya-pradesh,2019,2,Apple,127711,0.017491849
3615,madhya-pradesh,2019,2,Micromax,120323,0.016479957
3616,madhya-pradesh,2019,2,OnePlus,111156,0.015224405
3617,madhya-pradesh,2019,2,Lenovo,103102,0.014121294
3618,madhya-pradesh,2019,2,Others,844809,0.115708683
3619,madhya-pradesh,2019,3,Xiaomi,2182732,0.266815994
3620,madhya-pradesh,2019,3,Samsung,1532795,0.187368042
3621,madhya-pradesh,2019,3,Vivo,1494051,0.182631997
3622,madhya-pradesh,2019,3,Oppo,939484,0.114842023
3623,madhya-pradesh,2019,3,Realme,456103,0.055753787
3624,madhya-pradesh,2019,3,Motorola,154465,0.018881719
3625,madhya-pradesh,2019,3,Apple,139917,0.017103379
3626,madhya-pradesh,2019,3,Micromax,129516,0.015831967
3627,madhya-pradesh,2019,3,OnePlus,120190,0.014691961
3628,madhya-pradesh,2019,3,Huawei,113980,0.013932854
3629,madhya-pradesh,2019,3,Others,917431,0.112146276
3630,madhya-pradesh,2019,4,Xiaomi,2450683,0.267388823
3631,madhya-pradesh,2019,4,Vivo,1711918,0.186783741
3632,madhya-pradesh,2019,4,Samsung,1704518,0.185976343
3633,madhya-pradesh,2019,4,Oppo,1069906,0.116735174
3634,madhya-pradesh,2019,4,Realme,529253,0.057745672
3635,madhya-pradesh,2019,4,Motorola,165303,0.01803586
3636,madhya-pradesh,2019,4,Apple,150743,0.016447249
3637,madhya-pradesh,2019,4,Micromax,136341,0.014875877
3638,madhya-pradesh,2019,4,OnePlus,127622,0.013924566
3639,madhya-pradesh,2019,4,Huawei,125734,0.01371857
3640,madhya-pradesh,2019,4,Others,993220,0.108368127
3641,madhya-pradesh,2020,1,Xiaomi,2697286,0.265706573
3642,madhya-pradesh,2020,1,Vivo,1956817,0.192763815
3643,madhya-pradesh,2020,1,Samsung,1873824,0.184588269
3644,madhya-pradesh,2020,1,Oppo,1206327,0.118833899
3645,madhya-pradesh,2020,1,Realme,607456,0.059839799
3646,madhya-pradesh,2020,1,Motorola,174003,0.017140837
3647,madhya-pradesh,2020,1,Apple,160868,0.015846924
3648,madhya-pradesh,2020,1,Huawei,136299,0.013426659
3649,madhya-pradesh,2020,1,Micromax,135703,0.013367948
3650,madhya-pradesh,2020,1,OnePlus,133926,0.013192898
3651,madhya-pradesh,2020,1,Others,1068862,0.105292379
3652,madhya-pradesh,2020,2,Xiaomi,3003291,0.264038976
3653,madhya-pradesh,2020,2,Vivo,2247524,0.197594551
3654,madhya-pradesh,2020,2,Samsung,2084294,0.183243932
3655,madhya-pradesh,2020,2,Oppo,1376782,0.12104192
3656,madhya-pradesh,2020,2,Realme,693404,0.060961686
3657,madhya-pradesh,2020,2,Motorola,185349,0.016295244
3658,madhya-pradesh,2020,2,Apple,170312,0.014973243
3659,madhya-pradesh,2020,2,Micromax,147344,0.012953976
3660,madhya-pradesh,2020,2,Huawei,147224,0.012943426
3661,madhya-pradesh,2020,2,OnePlus,139482,0.012262776
3662,madhya-pradesh,2020,2,Others,1179417,0.103690271
3663,madhya-pradesh,2020,3,Xiaomi,3292397,0.262045392
3664,madhya-pradesh,2020,3,Vivo,2556833,0.203501068
3665,madhya-pradesh,2020,3,Samsung,2278237,0.181327315
3666,madhya-pradesh,2020,3,Oppo,1539499,0.122530369
3667,madhya-pradesh,2020,3,Realme,799089,0.063600347
3668,madhya-pradesh,2020,3,Motorola,196221,0.015617439
3669,madhya-pradesh,2020,3,Apple,181092,0.014413306
3670,madhya-pradesh,2020,3,Huawei,157340,0.012522859
3671,madhya-pradesh,2020,3,Micromax,157127,0.012505906
3672,madhya-pradesh,2020,3,OnePlus,146328,0.011646402
3673,madhya-pradesh,2020,3,Others,1260061,0.1002896
3674,madhya-pradesh,2020,4,Xiaomi,3563397,0.259383516
3675,madhya-pradesh,2020,4,Vivo,2853943,0.207741593
3676,madhya-pradesh,2020,4,Samsung,2466332,0.17952697
3677,madhya-pradesh,2020,4,Oppo,1703093,0.123969979
3678,madhya-pradesh,2020,4,Realme,905866,0.065938965
3679,madhya-pradesh,2020,4,Motorola,206156,0.015006318
3680,madhya-pradesh,2020,4,Apple,195195,0.014208455
3681,madhya-pradesh,2020,4,Huawei,166594,0.012126557
3682,madhya-pradesh,2020,4,Micromax,164239,0.011955134
3683,madhya-pradesh,2020,4,Tecno,157894,0.011493275
3684,madhya-pradesh,2020,4,Others,1355238,0.098649238
3685,madhya-pradesh,2021,1,Xiaomi,3826173,0.257838325
3686,madhya-pradesh,2021,1,Vivo,3171754,0.213738307
3687,madhya-pradesh,2021,1,Samsung,2620433,0.176585861
3688,madhya-pradesh,2021,1,Oppo,1846729,0.12444746
3689,madhya-pradesh,2021,1,Realme,1015817,0.068453923
3690,madhya-pradesh,2021,1,Motorola,211488,0.014251763
3691,madhya-pradesh,2021,1,Apple,210736,0.014201087
3692,madhya-pradesh,2021,1,Tecno,184784,0.012452233
3693,madhya-pradesh,2021,1,Huawei,173653,0.011702136
3694,madhya-pradesh,2021,1,Micromax,165359,0.01114322
3695,madhya-pradesh,2021,1,Others,1412501,0.095185683
3696,madhya-pradesh,2021,2,Xiaomi,4052668,0.254230257
3697,madhya-pradesh,2021,2,Vivo,3483187,0.218505815
3698,madhya-pradesh,2021,2,Samsung,2757784,0.173000141
3699,madhya-pradesh,2021,2,Oppo,2001363,0.125548658
3700,madhya-pradesh,2021,2,Realme,1196164,0.075037255
3701,madhya-pradesh,2021,2,Tecno,240188,0.015067372
3702,madhya-pradesh,2021,2,Apple,228017,0.014303866
3703,madhya-pradesh,2021,2,Motorola,210526,0.013206628
3704,madhya-pradesh,2021,2,OnePlus,182565,0.01145259
3705,madhya-pradesh,2021,2,Huawei,171485,0.010757525
3706,madhya-pradesh,2021,2,Others,1416988,0.088889893
3707,madhya-pradesh,2021,3,Xiaomi,4290362,0.249291337
3708,madhya-pradesh,2021,3,Vivo,3891058,0.226089792
3709,madhya-pradesh,2021,3,Samsung,2829150,0.164387664
3710,madhya-pradesh,2021,3,Oppo,2215661,0.128740907
3711,madhya-pradesh,2021,3,Realme,1404072,0.081583556
3712,madhya-pradesh,2021,3,Tecno,298534,0.017346308
3713,madhya-pradesh,2021,3,Apple,249062,0.014471739
3714,madhya-pradesh,2021,3,OnePlus,224466,0.013042589
3715,madhya-pradesh,2021,3,Motorola,208788,0.01213162
3716,madhya-pradesh,2021,3,Huawei,180559,0.010491375
3717,madhya-pradesh,2021,3,Others,1418521,0.082423114
3718,madhya-pradesh,2021,4,Xiaomi,4500562,0.243850387
3719,madhya-pradesh,2021,4,Vivo,4248158,0.230174581
3720,madhya-pradesh,2021,4,Samsung,2921496,0.158293104
3721,madhya-pradesh,2021,4,Oppo,2400977,0.130090236
3722,madhya-pradesh,2021,4,Realme,1682298,0.09115062
3723,madhya-pradesh,2021,4,Tecno,350126,0.0189706
3724,madhya-pradesh,2021,4,Apple,293413,0.015897764
3725,madhya-pradesh,2021,4,OnePlus,264637,0.014338617
3726,madhya-pradesh,2021,4,Motorola,211860,0.011479043
3727,madhya-pradesh,2021,4,Huawei,174122,0.009434314
3728,madhya-pradesh,2021,4,Others,1408594,0.076320733
3729,madhya-pradesh,2022,1,Xiaomi,4678482,0.23801623
3730,madhya-pradesh,2022,1,Vivo,4575284,0.232766065
3731,madhya-pradesh,2022,1,Samsung,3009068,0.153085343
3732,madhya-pradesh,2022,1,Oppo,2595568,0.132048667
3733,madhya-pradesh,2022,1,Realme,1935366,0.098461107
3734,madhya-pradesh,2022,1,Tecno,424783,0.021610695
3735,madhya-pradesh,2022,1,Apple,325559,0.016562707
3736,madhya-pradesh,2022,1,OnePlus,303765,0.015453944
3737,madhya-pradesh,2022,1,Motorola,211431,0.010756482
3738,madhya-pradesh,2022,1,Huawei,173297,0.008816428
3739,madhya-pradesh,2022,1,Others,1423544,0.072422332
3740,maharashtra,2018,1,Xiaomi,1606618,0.263078366
3741,maharashtra,2018,1,Samsung,1354403,0.221778996
3742,maharashtra,2018,1,Vivo,722501,0.118307141
3743,maharashtra,2018,1,Oppo,611419,0.100117832
3744,maharashtra,2018,1,Motorola,250397,0.041001678
3745,maharashtra,2018,1,OnePlus,250269,0.040980718
3746,maharashtra,2018,1,Apple,240145,0.039322947
3747,maharashtra,2018,1,Realme,238202,0.039004787
3748,maharashtra,2018,1,Lenovo,157770,0.025834314
3749,maharashtra,2018,1,Huawei,77241,0.012647957
3750,maharashtra,2018,1,Others,598029,0.097925264
3751,maharashtra,2018,2,Xiaomi,2177364,0.264809749
3752,maharashtra,2018,2,Samsung,1813491,0.220555725
3753,maharashtra,2018,2,Vivo,1030036,0.125272382
3754,maharashtra,2018,2,Oppo,852747,0.103710596
3755,maharashtra,2018,2,Motorola,326189,0.039670917
3756,maharashtra,2018,2,Realme,312225,0.037972624
3757,maharashtra,2018,2,OnePlus,312199,0.037969462
3758,maharashtra,2018,2,Apple,308656,0.037538564
3759,maharashtra,2018,2,Lenovo,200468,0.024380802
3760,maharashtra,2018,2,Huawei,103831,0.012627866
3761,maharashtra,2018,2,Others,785165,0.095491313
3762,maharashtra,2018,3,Xiaomi,2766078,0.265076114
3763,maharashtra,2018,3,Samsung,2300594,0.220468301
3764,maharashtra,2018,3,Vivo,1399253,0.134091862
3765,maharashtra,2018,3,Oppo,1125654,0.107872587
3766,maharashtra,2018,3,Realme,390608,0.037432368
3767,maharashtra,2018,3,Motorola,388369,0.037217803
3768,maharashtra,2018,3,Apple,375379,0.035972958
3769,maharashtra,2018,3,OnePlus,373333,0.035776887
3770,maharashtra,2018,3,Lenovo,228516,0.021898925
3771,maharashtra,2018,3,Huawei,134410,0.012880649
3772,maharashtra,2018,3,Others,952839,0.091311546
3773,maharashtra,2018,4,Xiaomi,3540182,0.264555918
3774,maharashtra,2018,4,Samsung,2956289,0.220921905
3775,maharashtra,2018,4,Vivo,1906545,0.142475094
3776,maharashtra,2018,4,Oppo,1510894,0.112908305
3777,maharashtra,2018,4,Realme,492198,0.036781695
3778,maharashtra,2018,4,Apple,470804,0.035182933
3779,maharashtra,2018,4,Motorola,466650,0.034872506
3780,maharashtra,2018,4,OnePlus,454556,0.033968728
3781,maharashtra,2018,4,Lenovo,269382,0.020130774
3782,maharashtra,2018,4,Huawei,175714,0.013131014
3783,maharashtra,2018,4,Others,1138388,0.08507113
3784,maharashtra,2019,1,Xiaomi,4274491,0.262489107
3785,maharashtra,2019,1,Samsung,3611915,0.22180146
3786,maharashtra,2019,1,Vivo,2418126,0.14849294
3787,maharashtra,2019,1,Oppo,1907902,0.117160965
3788,maharashtra,2019,1,Realme,585138,0.035932314
3789,maharashtra,2019,1,Apple,558788,0.034314206
3790,maharashtra,2019,1,Motorola,534307,0.03281087
3791,maharashtra,2019,1,OnePlus,525104,0.032245729
3792,maharashtra,2019,1,Lenovo,306357,0.018812854
3793,maharashtra,2019,1,Huawei,217773,0.013373064
3794,maharashtra,2019,1,Others,1344550,0.082566492
3795,maharashtra,2019,2,Xiaomi,4892831,0.260576105
3796,maharashtra,2019,2,Samsung,4177428,0.222476091
3797,maharashtra,2019,2,Vivo,2871247,0.152913182
3798,maharashtra,2019,2,Oppo,2256129,0.120154018
3799,maharashtra,2019,2,Realme,671555,0.035764813
3800,maharashtra,2019,2,Apple,637834,0.033968943
3801,maharashtra,2019,2,Motorola,590477,0.031446865
3802,maharashtra,2019,2,OnePlus,584246,0.031115023
3803,maharashtra,2019,2,Lenovo,336952,0.017944957
3804,maharashtra,2019,2,Huawei,250636,0.01334805
3805,maharashtra,2019,2,Others,1507640,0.080291953
3806,maharashtra,2019,3,Xiaomi,5512362,0.258637501
3807,maharashtra,2019,3,Samsung,4737873,0.222298831
3808,maharashtra,2019,3,Vivo,3365190,0.157893174
3809,maharashtra,2019,3,Oppo,2622932,0.123066768
3810,maharashtra,2019,3,Realme,776018,0.036410409
3811,maharashtra,2019,3,Apple,710463,0.033334599
3812,maharashtra,2019,3,OnePlus,640069,0.030031744
3813,maharashtra,2019,3,Motorola,634763,0.029782789
3814,maharashtra,2019,3,Lenovo,350502,0.016445393
3815,maharashtra,2019,3,Huawei,283713,0.013311684
3816,maharashtra,2019,3,Others,1679196,0.078787107
3817,maharashtra,2019,4,Xiaomi,6103857,0.257055408
3818,maharashtra,2019,4,Samsung,5262077,0.221605019
3819,maharashtra,2019,4,Vivo,3869506,0.162958838
3820,maharashtra,2019,4,Oppo,2994940,0.126127713
3821,maharashtra,2019,4,Realme,901700,0.037973835
3822,maharashtra,2019,4,Apple,765131,0.032222423
3823,maharashtra,2019,4,OnePlus,681386,0.028695619
3824,maharashtra,2019,4,Motorola,672128,0.028305731
3825,maharashtra,2019,4,Lenovo,367641,0.015482687
3826,maharashtra,2019,4,Huawei,311865,0.013133759
3827,maharashtra,2019,4,Others,1815066,0.076438968
3828,maharashtra,2020,1,Xiaomi,6677147,0.255160787
3829,maharashtra,2020,1,Samsung,5772343,0.220584568
3830,maharashtra,2020,1,Vivo,4396537,0.168009457
3831,maharashtra,2020,1,Oppo,3377366,0.129062812
3832,maharashtra,2020,1,Realme,1031169,0.039405137
3833,maharashtra,2020,1,Apple,815679,0.031170393
3834,maharashtra,2020,1,OnePlus,715746,0.027351549
3835,maharashtra,2020,1,Motorola,704678,0.026928596
3836,maharashtra,2020,1,Lenovo,387278,0.014799458
3837,maharashtra,2020,1,Huawei,338054,0.01291841
3838,maharashtra,2020,1,Others,1952393,0.074608831
3839,maharashtra,2020,2,Xiaomi,7291300,0.253477427
3840,maharashtra,2020,2,Samsung,6335245,0.220240781
3841,maharashtra,2020,2,Vivo,4942835,0.171834529
3842,maharashtra,2020,2,Oppo,3797269,0.132009652
3843,maharashtra,2020,2,Realme,1160245,0.040335183
3844,maharashtra,2020,2,Apple,858658,0.029850702
3845,maharashtra,2020,2,OnePlus,742365,0.025807849
3846,maharashtra,2020,2,Motorola,742088,0.025798219
3847,maharashtra,2020,2,Lenovo,406197,0.014121181
3848,maharashtra,2020,2,Huawei,362725,0.012609905
3849,maharashtra,2020,2,Others,2126159,0.073914571
3850,maharashtra,2020,3,Xiaomi,7895486,0.251372442
3851,maharashtra,2020,3,Samsung,6914730,0.220147635
3852,maharashtra,2020,3,Vivo,5536849,0.176279365
3853,maharashtra,2020,3,Oppo,4210793,0.134061073
3854,maharashtra,2020,3,Realme,1316605,0.041917396
3855,maharashtra,2020,3,Apple,911356,0.029015286
3856,maharashtra,2020,3,OnePlus,778193,0.02477571
3857,maharashtra,2020,3,Motorola,776080,0.024708438
3858,maharashtra,2020,3,Lenovo,423666,0.013488461
3859,maharashtra,2020,3,Huawei,386542,0.012306526
3860,maharashtra,2020,3,Others,2259213,0.071927667
3861,maharashtra,2020,4,Xiaomi,8584570,0.249314959
3862,maharashtra,2020,4,Samsung,7578573,0.220098575
3863,maharashtra,2020,4,Vivo,6188503,0.179727858
3864,maharashtra,2020,4,Oppo,4665421,0.135494177
3865,maharashtra,2020,4,Realme,1504255,0.043686903
3866,maharashtra,2020,4,Apple,983306,0.028557388
3867,maharashtra,2020,4,OnePlus,822805,0.023896083
3868,maharashtra,2020,4,Motorola,813317,0.02362053
3869,maharashtra,2020,4,Lenovo,444638,0.012913274
3870,maharashtra,2020,4,Huawei,413761,0.012016537
3871,maharashtra,2020,4,Others,2433482,0.070673716
3872,maharashtra,2021,1,Xiaomi,9195320,0.24800245
3873,maharashtra,2021,1,Samsung,8088910,0.21816201
3874,maharashtra,2021,1,Vivo,6831786,0.184256737
3875,maharashtra,2021,1,Oppo,5069410,0.136724562
3876,maharashtra,2021,1,Realme,1696339,0.045751124
3877,maharashtra,2021,1,Apple,1054581,0.028442585
3878,maharashtra,2021,1,OnePlus,870022,0.023464935
3879,maharashtra,2021,1,Motorola,832101,0.022442186
3880,maharashtra,2021,1,Lenovo,447713,0.012075047
3881,maharashtra,2021,1,Huawei,431846,0.011647106
3882,maharashtra,2021,1,Others,2559509,0.069031257
3883,maharashtra,2021,2,Xiaomi,9764252,0.246169837
3884,maharashtra,2021,2,Samsung,8511194,0.214578571
3885,maharashtra,2021,2,Vivo,7509629,0.189327779
3886,maharashtra,2021,2,Oppo,5487836,0.138355677
3887,maharashtra,2021,2,Realme,2003392,0.050508189
3888,maharashtra,2021,2,Apple,1131848,0.0285354
3889,maharashtra,2021,2,OnePlus,949407,0.023935819
3890,maharashtra,2021,2,Motorola,820661,0.02068996
3891,maharashtra,2021,2,Lenovo,430496,0.010853379
3892,maharashtra,2021,2,Huawei,429331,0.010824008
3893,maharashtra,2021,2,Others,2626651,0.066221381
3894,maharashtra,2021,3,Xiaomi,10369008,0.243511312
3895,maharashtra,2021,3,Samsung,8810154,0.206902353
3896,maharashtra,2021,3,Vivo,8354641,0.196204843
3897,maharashtra,2021,3,Oppo,6005730,0.141041765
3898,maharashtra,2021,3,Realme,2373088,0.055730864
3899,maharashtra,2021,3,Apple,1219480,0.028638918
3900,maharashtra,2021,3,OnePlus,1108387,0.026029951
3901,maharashtra,2021,3,Motorola,801994,0.018834455
3902,maharashtra,2021,3,Huawei,436025,0.010239844
3903,maharashtra,2021,3,Tecno,422485,0.009921863
3904,maharashtra,2021,3,Others,2680225,0.062943833
3905,maharashtra,2021,4,Xiaomi,10876133,0.239127831
3906,maharashtra,2021,4,Vivo,9147706,0.201125813
3907,maharashtra,2021,4,Samsung,9133368,0.200810571
3908,maharashtra,2021,4,Oppo,6511923,0.143174235
3909,maharashtra,2021,4,Realme,2837580,0.062388383
3910,maharashtra,2021,4,Apple,1382079,0.030387046
3911,maharashtra,2021,4,OnePlus,1264294,0.027797369
3912,maharashtra,2021,4,Motorola,794353,0.017465023
3913,maharashtra,2021,4,Tecno,485180,0.010667398
3914,maharashtra,2021,4,Huawei,420624,0.009248039
3915,maharashtra,2021,4,Others,2629266,0.057808292
3916,maharashtra,2022,1,Xiaomi,11340940,0.235154413
3917,maharashtra,2022,1,Vivo,9873983,0.204737056
3918,maharashtra,2022,1,Samsung,9447206,0.195887834
3919,maharashtra,2022,1,Oppo,7009300,0.145337849
3920,maharashtra,2022,1,Realme,3235912,0.067096641
3921,maharashtra,2022,1,Apple,1510802,0.031326482
3922,maharashtra,2022,1,OnePlus,1396866,0.028964019
3923,maharashtra,2022,1,Motorola,788109,0.016341442
3924,maharashtra,2022,1,Tecno,572060,0.011861665
3925,maharashtra,2022,1,Huawei,416025,0.008626279
3926,maharashtra,2022,1,Others,2636427,0.054666319
3927,manipur,2018,1,Xiaomi,12453,0.416140351
3928,manipur,2018,1,Samsung,5612,0.187535505
3929,manipur,2018,1,Vivo,2289,0.076491228
3930,manipur,2018,1,Oppo,2039,0.068137009
3931,manipur,2018,1,Realme,980,0.032748538
3932,manipur,2018,1,Apple,918,0.030676692
3933,manipur,2018,1,OnePlus,554,0.018512949
3934,manipur,2018,1,Lyf,545,0.018212197
3935,manipur,2018,1,Lenovo,478,0.015973266
3936,manipur,2018,1,Motorola,430,0.014369256
3937,manipur,2018,1,Others,3627,0.121203008
3938,manipur,2018,2,Xiaomi,19879,0.431636087
3939,manipur,2018,2,Samsung,8477,0.184062534
3940,manipur,2018,2,Vivo,3889,0.084442514
3941,manipur,2018,2,Oppo,3211,0.069720986
3942,manipur,2018,2,Realme,1474,0.032005211
3943,manipur,2018,2,Apple,1280,0.027792856
3944,manipur,2018,2,OnePlus,779,0.016914559
3945,manipur,2018,2,Lyf,726,0.015763761
3946,manipur,2018,2,Lenovo,671,0.014569536
3947,manipur,2018,2,Motorola,611,0.013266746
3948,manipur,2018,2,Others,5058,0.109825209
3949,manipur,2018,3,Xiaomi,26950,0.435133608
3950,manipur,2018,3,Samsung,11353,0.183305078
3951,manipur,2018,3,Vivo,5709,0.092177283
3952,manipur,2018,3,Oppo,4448,0.071817228
3953,manipur,2018,3,Realme,1932,0.031193994
3954,manipur,2018,3,Apple,1676,0.027060628
3955,manipur,2018,3,OnePlus,1022,0.016501171
3956,manipur,2018,3,Motorola,866,0.013982401
3957,manipur,2018,3,Micromax,817,0.013191249
3958,manipur,2018,3,Gionee,816,0.013175103
3959,manipur,2018,3,Others,6346,0.102462259
3960,manipur,2018,4,Xiaomi,36506,0.442020124
3961,manipur,2018,4,Samsung,15215,0.184225502
3962,manipur,2018,4,Vivo,7945,0.096199252
3963,manipur,2018,4,Oppo,6107,0.073944472
3964,manipur,2018,4,Realme,2561,0.031008972
3965,manipur,2018,4,Apple,2195,0.026577389
3966,manipur,2018,4,OnePlus,1217,0.014735619
3967,manipur,2018,4,Motorola,1091,0.013209992
3968,manipur,2018,4,Huawei,1063,0.012870963
3969,manipur,2018,4,Lenovo,1045,0.012653017
3970,manipur,2018,4,Others,7644,0.092554699
3971,manipur,2019,1,Xiaomi,44328,0.445386679
3972,manipur,2019,1,Samsung,18143,0.182292242
3973,manipur,2019,1,Vivo,9987,0.10034463
3974,manipur,2019,1,Oppo,7606,0.076421474
3975,manipur,2019,1,Realme,3053,0.030675093
3976,manipur,2019,1,Apple,2686,0.026987652
3977,manipur,2019,1,OnePlus,1419,0.014257438
3978,manipur,2019,1,Huawei,1320,0.013262733
3979,manipur,2019,1,Motorola,1261,0.012669929
3980,manipur,2019,1,Lenovo,1160,0.011655129
3981,manipur,2019,1,Others,8564,0.086047002
3982,manipur,2019,2,Xiaomi,52830,0.448673852
3983,manipur,2019,2,Samsung,21344,0.181270011
3984,manipur,2019,2,Vivo,12208,0.103679924
3985,manipur,2019,2,Oppo,9283,0.078838527
3986,manipur,2019,2,Realme,3549,0.030140895
3987,manipur,2019,2,Apple,3146,0.026718303
3988,manipur,2019,2,Huawei,1571,0.013342166
3989,manipur,2019,2,OnePlus,1538,0.013061904
3990,manipur,2019,2,Motorola,1419,0.012051262
3991,manipur,2019,2,Lenovo,1409,0.011966335
3992,manipur,2019,2,Others,9450,0.080256822
3993,manipur,2019,3,Xiaomi,62189,0.456212037
3994,manipur,2019,3,Samsung,24119,0.176934476
3995,manipur,2019,3,Vivo,14457,0.106055049
3996,manipur,2019,3,Oppo,10716,0.078611462
3997,manipur,2019,3,Realme,4255,0.031214238
3998,manipur,2019,3,Apple,3713,0.027238182
3999,manipur,2019,3,Huawei,1849,0.013564072
4000,manipur,2019,3,OnePlus,1718,0.012603069
4001,manipur,2019,3,Motorola,1557,0.01142199
4002,manipur,2019,3,Gionee,1435,0.010527011
4003,manipur,2019,3,Others,10308,0.075618416
4004,manipur,2019,4,Xiaomi,71382,0.45946781
4005,manipur,2019,4,Samsung,27196,0.175053747
4006,manipur,2019,4,Vivo,17057,0.109791578
4007,manipur,2019,4,Oppo,12455,0.080169673
4008,manipur,2019,4,Realme,5083,0.03271798
4009,manipur,2019,4,Apple,4146,0.026686749
4010,manipur,2019,4,Huawei,2110,0.013581534
4011,manipur,2019,4,OnePlus,1880,0.012101083
4012,manipur,2019,4,Motorola,1694,0.010903848
4013,manipur,2019,4,Gionee,1532,0.009861095
4014,manipur,2019,4,Others,10823,0.069664903
4015,manipur,2020,1,Xiaomi,82065,0.462666456
4016,manipur,2020,1,Samsung,30698,0.173069334
4017,manipur,2020,1,Vivo,20017,0.11285194
4018,manipur,2020,1,Oppo,14505,0.08177636
4019,manipur,2020,1,Realme,6022,0.033950861
4020,manipur,2020,1,Apple,4598,0.025922627
4021,manipur,2020,1,Huawei,2413,0.013604023
4022,manipur,2020,1,OnePlus,2036,0.011478571
4023,manipur,2020,1,Motorola,1833,0.010334096
4024,manipur,2020,1,Lenovo,1609,0.009071228
4025,manipur,2020,1,Others,11578,0.065274505
4026,manipur,2020,2,Xiaomi,101637,0.471642165
4027,manipur,2020,2,Samsung,36569,0.169696885
4028,manipur,2020,2,Vivo,24681,0.114531128
4029,manipur,2020,2,Oppo,17877,0.082957456
4030,manipur,2020,2,Realme,7575,0.035151465
4031,manipur,2020,2,Apple,5110,0.023712737
4032,manipur,2020,2,Huawei,2813,0.013053607
4033,manipur,2020,2,OnePlus,2198,0.010199725
4034,manipur,2020,2,Motorola,2017,0.009359803
4035,manipur,2020,2,Lenovo,1798,0.008343542
4036,manipur,2020,2,Others,13221,0.061351487
4037,manipur,2020,3,Xiaomi,123688,0.478366974
4038,manipur,2020,3,Samsung,43350,0.167657399
4039,manipur,2020,3,Vivo,30086,0.116358489
4040,manipur,2020,3,Oppo,21723,0.084014341
4041,manipur,2020,3,Realme,9422,0.036439862
4042,manipur,2020,3,Apple,5797,0.022420068
